packetID;dataSize;timestamp;gyro_x;gyro_y;gyro_z;accel_x;accel_y;accel_z
171;20;431181;-224;-402;-399;-352;-16528;-2992
171;20;431282;-438;-225;-73;-352;-16736;-2848
171;20;431383;-86;281;235;-464;-16064;-3296
171;20;431484;59;-251;-308;-608;-16256;-3152
171;20;431585;-10;-73;-245;-432;-16304;-3184
171;20;431686;-4;-239;-438;-320;-16544;-2992
171;20;431787;170;233;241;-480;-16640;-3008
171;20;431888;46;135;276;-624;-16224;-3296
171;20;431989;-374;-422;-402;-624;-16304;-3312
171;20;432090;85;366;533;-640;-16352;-3056
171;20;432191;144;540;444;-704;-16336;-3024
171;20;432292;-48;-76;-107;-928;-16176;-3056
171;20;432393;-202;-113;-120;-816;-16240;-3056
171;20;432494;128;99;175;-720;-16064;-3200
171;20;432595;116;-18;-42;-400;-16608;-3136
171;20;432696;-57;228;224;-432;-16480;-3168
171;20;432797;75;-151;-321;-608;-16160;-3168
171;20;432898;112;-172;-399;-832;-15792;-3408
171;20;432999;227;54;-41;-736;-16000;-3376
171;20;433100;-211;209;365;-544;-16416;-3232
171;20;433201;-64;-236;-414;-528;-16512;-3376
171;20;433302;58;-236;-247;-736;-15888;-3680
171;20;433403;-120;-94;-99;-688;-16016;-3584
171;20;433504;98;177;50;-704;-15904;-3536
171;20;433605;456;376;235;-640;-16304;-3136
171;20;433706;222;126;223;-352;-16608;-3008
171;20;433807;-230;-93;-87;-416;-16512;-3216
171;20;433908;112;-136;-29;-688;-16096;-3440
171;20;434009;-113;276;142;-624;-16128;-3440
171;20;434110;-903;151;-38;-704;-16128;-3312
171;20;434211;-869;380;423;-784;-16096;-3360
171;20;434312;-1351;151;636;-640;-15936;-3456
171;20;434413;-926;-42;-7;-608;-15728;-3872
171;20;434514;178;28;-122;-528;-15760;-4256
171;20;434615;679;-608;-797;-592;-15808;-4208
171;20;434716;-912;62;340;-576;-15568;-4256
171;20;434817;-318;-114;-70;-416;-15760;-4176
171;20;434918;284;73;-29;-272;-16096;-4176
171;20;435019;320;-205;-473;-320;-16320;-4208
171;20;435120;417;248;43;-528;-15968;-4384
171;20;435221;635;348;306;-608;-15712;-4336
171;20;435322;-190;-25;2;-560;-16000;-4000
171;20;435423;-58;-98;-56;-416;-15936;-3856
171;20;435524;517;47;-49;-608;-15952;-4064
171;20;435625;353;152;167;-864;-15824;-4144
171;20;435726;721;-47;-282;-640;-15872;-3968
171;20;435827;560;-603;-552;-384;-16272;-3680
171;20;435928;1430;-660;-369;-608;-16032;-3520
171;20;436029;321;-153;-178;-672;-16208;-3216
171;20;436130;211;-43;-173;-592;-16384;-3264
171;20;436231;1669;-368;-23;-720;-16176;-3360
171;20;436332;3151;-591;-705;-848;-16176;-3328
171;20;436433;3246;-1194;-128;-1232;-15984;-2512
171;20;436534;7003;-625;-238;-1024;-15856;-2032
171;20;436635;1119;-289;-814;-1008;-16480;-768
171;20;436736;-136;-52;-70;-976;-16512;-304
171;20;436837;971;-570;-71;-1184;-16640;96
171;20;436938;-21;-267;754;-1168;-16768;384
171;20;437039;-167;364;874;-1088;-16432;832
171;20;437140;109;649;454;-784;-16368;1024
171;20;437241;-40;241;-239;-640;-16144;720
171;20;437342;-314;191;-268;-768;-16160;224
171;20;437443;2962;-1285;-1121;-608;-16336;384
171;20;437544;5930;79;-353;-688;-16144;480
171;20;437645;-2347;-213;72;-848;-16176;1504
171;20;437746;-5163;215;490;-800;-16368;1968
171;20;437847;-8139;1199;549;-880;-16512;2064
171;20;437948;-9337;503;341;-1008;-16304;1088
171;20;438049;-3187;695;595;-736;-16768;-688
171;20;438150;-744;13;-40;-848;-16592;-1952
171;20;438251;1709;-226;-180;-800;-16160;-2960
171;20;438352;8807;-2360;-2200;-832;-16224;-3296
171;20;438453;2189;-1148;-242;-1184;-16192;-2032
171;20;438554;4725;136;132;-1248;-16240;-688
171;20;438655;-1189;325;54;-1376;-15984;-448
171;20;438756;-9972;1457;2144;-1344;-16432;-1008
171;20;438857;-6125;871;836;-1072;-16512;-1536
171;20;438958;-2331;-118;414;-832;-16352;-2496
171;20;439059;2611;-377;-555;-592;-16304;-2848
171;20;439160;3469;-2016;-1308;-672;-16608;-2800
171;20;439261;2973;-1220;-950;-1168;-16256;-2144
171;20;439362;3888;-57;12;-1152;-16080;-1680
171;20;439463;2054;566;199;-1040;-16304;-736
171;20;439564;-2358;-173;-26;-1184;-16288;-48
171;20;439665;-5642;1393;1398;-1296;-16112;-352
171;20;439766;-4123;480;762;-1136;-16384;-1040
171;20;439867;-1474;338;145;-768;-16640;-1392
171;20;439968;-557;180;18;-656;-16464;-2000
171;20;440069;-298;-479;-312;-736;-16432;-1760
171;20;440170;1221;282;-141;-608;-16448;-2128
171;20;440271;585;-60;-312;-432;-16608;-2176
171;20;440372;-121;157;67;-512;-16688;-2064
171;20;440473;266;108;184;-656;-16512;-2096
171;20;440574;497;270;140;-736;-16144;-2128
171;20;440675;256;124;-168;-640;-16320;-2096
171;20;440776;596;121;-132;-528;-16400;-2256
171;20;440877;279;-332;-299;-640;-16480;-1920
171;20;440978;-631;-465;-357;-400;-16800;-1488
171;20;441079;-423;57;255;-544;-16624;-1408
171;20;441180;-259;-44;-27;-496;-16608;-1568
171;20;441281;423;126;-254;-704;-16080;-1984
171;20;441382;101;-240;-468;-720;-16096;-2160
171;20;441483;-299;-319;-232;-720;-16528;-2000
171;20;441584;353;83;39;-816;-16576;-1680
171;20;441685;-407;-559;-474;-736;-16384;-1824
171;20;441786;-118;-203;-376;-736;-16208;-2080
171;20;441887;532;432;168;-816;-16336;-1936
171;20;441988;-232;-232;-216;-816;-16416;-1776
171;20;442089;428;259;124;-800;-16432;-1760
171;20;442190;124;117;8;-784;-16528;-1536
171;20;442291;446;-209;-314;-976;-16384;-1744
171;20;442392;-548;-457;-391;-880;-16304;-1936
171;20;442493;63;346;296;-864;-16208;-2048
171;20;442594;-187;33;-142;-880;-16704;-1680
171;20;442695;-40;-391;-362;-1088;-16352;-1488
171;20;442796;-215;-159;-286;-976;-16112;-1968
171;20;442897;-104;-133;-109;-1104;-15968;-1968
171;20;442998;241;269;90;-928;-16048;-1680
171;20;443099;415;183;-14;-784;-16288;-1664
171;20;443200;151;132;-75;-880;-16480;-1408
171;20;443301;-134;-100;-196;-992;-16272;-1712
171;20;443402;-546;-290;-168;-1008;-16224;-1744
171;20;443503;-372;-142;-148;-1056;-15840;-2032
171;20;443604;227;191;104;-1008;-16272;-1920
171;20;443705;-317;-203;-172;-864;-16592;-1680
171;20;443806;-179;-469;-538;-912;-16192;-1728
171;20;443907;192;186;156;-896;-16112;-1872
171;20;444008;252;388;350;-1040;-16304;-1920
171;20;444109;315;342;165;-880;-16304;-2032
171;20;444210;-195;-243;-379;-752;-16864;-1424
171;20;444311;349;440;374;-720;-16528;-1648
171;20;444412;259;-89;-254;-800;-16448;-1808
171;20;444513;-389;-572;-511;-656;-16832;-1280
171;20;444614;-44;92;152;-816;-16512;-1376
171;20;444715;79;183;171;-832;-16272;-1728
171;20;444816;-58;232;200;-1024;-16240;-1568
171;20;444917;-413;1130;397;-1104;-16032;-2000
171;20;445018;-4093;1512;663;-944;-16080;-2000
171;20;445119;-2021;963;646;-704;-16048;-2544
171;20;445220;-3134;-385;87;-800;-16000;-2736
171;20;445321;-911;-422;-433;-560;-16288;-2816
171;20;445422;756;21;-89;-448;-16432;-3232
171;20;445523;-123;-362;-252;-560;-16544;-3056
171;20;445624;-77;36;224;-592;-16128;-3104
171;20;445725;253;-78;-256;-496;-16320;-3248
171;20;445826;755;-223;-423;-624;-16224;-3328
171;20;445927;977;-583;-495;-560;-16272;-3344
171;20;446028;1687;-1038;-381;-640;-16160;-3216
171;20;446129;2215;-573;-587;-896;-16048;-2944
171;20;446230;4662;-956;-845;-1024;-16160;-2560
171;20;446331;2401;-1599;98;-1520;-15424;-1504
171;20;446432;465;219;-94;-960;-16224;-1104
171;20;446533;156;-335;-260;-1200;-16240;-304
171;20;446634;-2013;147;-24;-1232;-16160;-208
171;20;446735;-6364;1823;1753;-1152;-15968;-112
171;20;446836;-2641;1749;948;-816;-16704;-912
171;20;446937;-2627;884;515;-688;-16704;-1392
171;20;447038;-1263;508;-36;-656;-16512;-2160
171;20;447139;-712;-57;-219;-688;-16208;-2752
171;20;447240;276;-5;-138;-560;-16048;-3040
171;20;447341;795;275;-2;-496;-16032;-3312
171;20;447442;-277;-68;-102;-624;-16064;-3296
171;20;447543;19;410;405;-528;-16224;-3200
171;20;447644;289;135;-337;-480;-15968;-3376
171;20;447745;391;33;-132;-576;-16432;-3120
171;20;447846;-112;-142;-66;-512;-16272;-3408
171;20;447947;154;-388;-405;-512;-15968;-3648
171;20;448048;351;134;-73;-512;-16512;-3536
171;20;448149;785;-278;-265;-640;-16432;-3440
171;20;448250;2449;-426;-849;-640;-16544;-2816
171;20;448351;2499;-785;-425;-576;-16544;-2512
171;20;448452;2705;-115;-531;-880;-16448;-2112
171;20;448553;2220;362;18;-1088;-16464;-1760
171;20;448654;1056;-258;-165;-1088;-16336;-1520
171;20;448755;1405;177;-19;-1072;-16560;-1104
171;20;448856;327;96;-261;-864;-16864;-768
171;20;448957;-1743;1454;736;-976;-16688;-720
171;20;449058;-2460;1085;823;-960;-16528;-1424
171;20;449159;-3605;566;761;-832;-16496;-1440
171;20;449260;-1760;224;176;-592;-16400;-2448
171;20;449361;-47;-486;-509;-448;-16416;-2576
171;20;449462;2838;-267;-800;-512;-16640;-2560
171;20;449563;3145;-677;-731;-640;-16768;-2096
171;20;449664;2181;-529;-392;-672;-16704;-1648
171;20;449765;1449;206;92;-992;-16544;-976
171;20;449866;-556;84;-4;-800;-16688;-848
171;20;449967;-1359;90;281;-720;-16592;-960
171;20;450068;117;-4;65;-800;-16560;-592
171;20;450169;356;387;144;-800;-16400;-736
171;20;450270;677;531;190;-1104;-16016;-928
171;20;450371;440;133;-205;-976;-16160;-1088
171;20;450472;111;-192;-434;-800;-16448;-880
171;20;450573;513;-208;-343;-832;-16528;-896
171;20;450674;1462;355;40;-672;-16544;-704
171;20;450775;1157;99;-36;-784;-16816;-80
171;20;450876;729;275;121;-608;-16832;336
171;20;450977;6406;2137;270;-640;-16416;896
171;20;451078;11119;3634;-461;-912;-16176;1616
171;20;451179;673;-10605;6802;-1248;-16128;4336
171;20;451280;1088;-9521;1321;-16;-14976;4032
171;20;451381;-43;-7426;-4818;-528;-15440;5408
171;20;451482;11393;1959;-3868;-2416;-15664;4208
171;20;451583;27249;7397;-5152;-3104;-14368;5712
171;20;451684;3744;16300;-6780;-2256;-11792;8176
171;20;451785;7254;1071;4570;-928;-9056;10512
171;20;451886;5266;6635;-10466;1152;-7488;13152
171;20;451987;21005;-1027;3152;816;-6608;14544
171;20;452088;9423;3273;12205;240;-2448;14720
171;20;452189;-6579;-962;-5826;1584;3104;16688
171;20;452290;-12295;-6601;-5221;3280;1152;15216
171;20;452391;-13113;-763;-2543;2016;-480;16128
171;20;452492;1714;-5069;-298;1984;-2432;15440
171;20;452593;-13022;-9440;1633;-304;-4592;14976
171;20;452694;1919;403;240;-1616;-5072;14816
